Case Study Id,funder_ahrc,funder_bbsrc,funder_british_academy,funder_cclrc,funder_epsrc,funder_esrc,funder_mrc,funder_nerc,funder_pparc,funder_rcuk,funder_royal_academy_engineering,funder_royal_society,funder_stfc,funder_uk_space_agency,funder_wellcome
3691,,,,,,funder_esrc,,,,,,,,,
3692,,,,,,funder_esrc,,,,,,,,,
3697,,,,,,funder_esrc,,,,,,,,,
3699,funder_ahrc,,,,,funder_esrc,,,,funder_rcuk,,,,,
3703,funder_ahrc,,,,funder_epsrc,,,,,,,,,,
3704,,,funder_british_academy,,,,,,,,,,,,
3706,,,,,,funder_esrc,,,,,,,,,
3708,,,,,,funder_esrc,,,,,,,,,
3710,funder_ahrc,,,,,funder_esrc,,,,,,,,,
3712,,funder_bbsrc,,,funder_epsrc,,,,,,,,,,
3714,,,,,,funder_esrc,,,,,,,,,
3788,,,,,funder_epsrc,,,,,,,,,,
3789,,,,,,,,,,,,funder_royal_society,,,funder_wellcome
3790,,,,,,,funder_mrc,,,,,,,,
3859,,,,,funder_epsrc,,funder_mrc,,,,,,,,funder_wellcome
3860,,,,,,,,,,,,funder_royal_society,,,funder_wellcome
3863,,,,,,,funder_mrc,,,,,,,,
3864,,,,,,funder_esrc,funder_mrc,,,,,,,,funder_wellcome
3865,,,,,,,funder_mrc,,,,,,,,
3866,,,,,,,funder_mrc,,,,,,,,funder_wellcome
3869,,,,,,,funder_mrc,,,,,funder_royal_society,,,
3876,,funder_bbsrc,,,,,,,,,,,,,
3877,,funder_bbsrc,,,,,,,,,,,,,funder_wellcome
3882,,,,,,,,,,,,,,,funder_wellcome
3896,,,,,,,,,,,,,,,funder_wellcome
3898,,,,,,,funder_mrc,,,,,,,,funder_wellcome
3899,,,,,,funder_esrc,,,,,,,,,
3900,,,,,funder_epsrc,,,,,,,,,,
3901,,,,,,,,,,,,,,,funder_wellcome
3902,,funder_bbsrc,,,,,,,,,,,,,
3904,,,,,,,,,,,,,,,funder_wellcome
3906,,,,,,,,,,,,,,,funder_wellcome
3907,,,,,,,funder_mrc,,,,,,,,
3909,,,,,,funder_esrc,,,,,,,,,
3913,,,,,,,funder_mrc,,,,,,,,
3915,,,,,funder_epsrc,,,,,,,,,,
3916,,,,,funder_epsrc,,,,,,,,,,
